영업상태구분코드,소재지전체주소,사업장명,업태구분명
1,서울특별시 영등포구 당산동3가 150-1 지하1층,안방호프,호프/통닭
1,서울특별시 영등포구 신길동 220-35번지 지층,신길호프,호프/통닭
1,서울특별시 영등포구 여의도동 54-2 진주빌딩 1층 105호,생활맥주여의도점,호프/통닭
1,서울특별시 영등포구 양평동2가 1-1 1층 103동127호,다소니`s(다소니스),호프/통닭
1,서울특별시 영등포구 당산동6가 314 당일빌딩 2층 2호,달달데이,호프/통닭
1,서울특별시 영등포구 당산동3가 170 1층,잔비어you,호프/통닭
1,서울특별시 영등포구 당산동3가 228-3 지상2층,롤링스톤,호프/통닭
1,서울특별시 영등포구 대림동 1081-10,장미호프,호프/통닭
1,서울특별시 영등포구 문래동3가 83-3번지 대동오피스텔103호,청춘반점,호프/통닭
1,서울특별시 영등포구 여의도동 44-6번지 1층,더블린446,호프/통닭
1,서울특별시 영등포구 문래동2가 14-28번지 1층,올드문래(OLD MULLAE),호프/통닭
1,서울특별시 영등포구 양평동4가 27-3,당산퓨전포차,호프/통닭
1,서울특별시 영등포구 신길동 4937 한화꿈에그린상가 112동 제B114호,맘스터치신풍역점,호프/통닭
1,서울특별시 영등포구 영등포동3가 13-11 2층,서창식황해수육 영등포점,호프/통닭
1,서울특별시 영등포구 영등포동7가 92-6,항꼬제주근고기전문점,호프/통닭
1,서울특별시 영등포구 대림동 716-4 지하1층,은하수커피호프,호프/통닭
1,서울특별시 영등포구 여의도동 26-3번지 2층에이호,연호프,호프/통닭
1,서울특별시 영등포구 문래동2가 14-25번지 성문빌딩 2층 일부,샘화이트(SAM WHITE),호프/통닭
1,서울특별시 영등포구 신길동 414-54번지 지상1층,우리호프,호프/통닭
1,서울특별시 영등포구 영등포동2가 34-2 지상1층,화신,호프/통닭
1,서울특별시 영등포구 영등포동 620-301,네네치킨,통닭(치킨)
1,서울특별시 영등포구 양평동4가 51-1 경남아너스빌,본가선유도감자탕,호프/통닭
1,서울특별시 영등포구 여의도동 14-21 102호,꼴통감독,통닭(치킨)
1,서울특별시 영등포구 문래동6가 24-1번지 에이스하이테크시티2 지식산업센터 114호,BHC치킨문래점,통닭(치킨)
1,서울특별시 영등포구 대림동 739-1번지 1층,비비큐대림점,통닭(치킨)
1,서울특별시 영등포구 영등포동3가 4-12 지상1층,로꼬로꼬조개찜,호프/통닭
1,서울특별시 영등포구 신길동 3774번지 지상1층,골뱅이치킨,호프/통닭
1,서울특별시 영등포구 대림동 1051-84 지하 전체,아향부,호프/통닭
1,서울특별시 영등포구 여의도동 15-16 산정빌딩 101호,픽스커피,호프/통닭
1,서울특별시 영등포구 여의도동 37 아일렉스 F01호 (지하1층),노랑통닭 여의도역점,호프/통닭
1,서울특별시 영등포구 문래동2가 43-8 지상1층,퇴근길호프집,호프/통닭
1,서울특별시 영등포구 여의도동 44-23 하남빌딩 지하1층 B125호,다온,호프/통닭
1,서울특별시 영등포구 여의도동 44-23번지 하남빌딩,겔랑,호프/통닭
1,서울특별시 영등포구 대림동 683-1,서진호프치킨,호프/통닭
1,서울특별시 영등포구 영등포동3가 10-41,역전소금구이,호프/통닭
1,서울특별시 영등포구 양평동4가 80 1층 111호,쟁반집8292 선유도역점,호프/통닭
1,서울특별시 영등포구 양평동4가 27-3 1층,스낵바 아타시,호프/통닭
1,서울특별시 영등포구 여의도동 44-36번지 센터빌딩 지하1층,여의도광장&드레프트K,호프/통닭
1,서울특별시 영등포구 양평동1가 257-1번지 지상1층,BHC치킨양평점,통닭(치킨)
1,서울특별시 영등포구 대림동 1057-33 2층,치우룽샤,호프/통닭
1,"서울특별시 영등포구 양평동4가 51-1번지 경남아너스빌 상가 비동 106호,107호",꼬지사께,통닭(치킨)
1,"서울특별시 영등포구 문래동3가 55-5 1층 108호 일부, 109호",옥된장 문래역점,호프/통닭
1,서울특별시 영등포구 대림동 1079-23 지상1층,샤오푸훠궈,호프/통닭
1,서울특별시 영등포구 신길동 103-33 혜원빌딩,피자마루 신길역점,호프/통닭
1,서울특별시 영등포구 신길동 3573번지 14동 1층 105호,신풍닭강정치킨,호프/통닭
1,서울특별시 영등포구 양평동3가 15-1 월드메르디앙비즈센터 105호,메가엠지씨커피 양평역점,통닭(치킨)
1,서울특별시 영등포구 신길동 162-14번지 2층,펀비어킹신길대신시장점,호프/통닭
1,서울특별시 영등포구 여의도동 45-1번지 K-Tower빌딩 지하2층,디스트릭트와이,호프/통닭
1,서울특별시 영등포구 신길동 163-16 지하1층,She`s bar,호프/통닭
1,서울특별시 영등포구 대림동 718-1 3층,신818,호프/통닭
1,서울특별시 영등포구 영등포동 602-126번지 1층,알콜,호프/통닭
1,서울특별시 영등포구 영등포동3가 7번지 아자쇼핑 39호 외(총 21호),아자식당호프,호프/통닭
1,서울특별시 영등포구 대림동 1050-29 지상2층,미(美),호프/통닭
1,서울특별시 영등포구 대림동 721-9번지 지상1층,스카이호프,통닭(치킨)
1,서울특별시 영등포구 신길동 4909 1층,해진호프,호프/통닭
1,서울특별시 영등포구 당산동5가 42 당산삼성래미안아파트상가1동 101-2,가마로강정당산역점,통닭(치킨)
1,서울특별시 영등포구 대림동 1080-4 2층,연이호프,호프/통닭
1,서울특별시 영등포구 당산동5가 32-5 지상2층,롱타임노씨,호프/통닭
1,서울특별시 영등포구 대림동 1048-8 외1필지 지하1층(일부),해림호프,호프/통닭
1,서울특별시 영등포구 여의도동 14-2번지 동아빌딩 지하1층 11호,장수집,통닭(치킨)
1,서울특별시 영등포구 신길동 95-58 1층,썬,호프/통닭
1,서울특별시 영등포구 도림동 187-39 1층,도림회관,호프/통닭
1,서울특별시 영등포구 대림동 1049 골든타워,파라다이스,호프/통닭
1,서울특별시 영등포구 신길동 4035-2 지하,우리풍천장어,호프/통닭
1,서울특별시 영등포구 여의도동 45-20번지 동북빌딩 3층 311호,솔라즈(SOLAZ),호프/통닭
1,"서울특별시 영등포구 양평동2가 1-1 신동아하이팰리스 지상1층120호,121호(전체)",문래감자탕순대국,호프/통닭
1,서울특별시 영등포구 영등포동7가 70-2 1층,돼지 꿀꿀이 삼겹살 꿀꿀이 식당,호프/통닭
1,서울특별시 영등포구 신길동 4913 1층 우측,뚱땡이족발,호프/통닭
1,서울특별시 영등포구 여의도동 44-2 태양빌딩 3층 306호,이든플래닛,호프/통닭
1,서울특별시 영등포구 대림동 714-6번지 2층,8요일,호프/통닭
1,서울특별시 영등포구 신길동 192-206 지하1층,주랑커피호프,호프/통닭
1,서울특별시 영등포구 신길동 209-162번지 1층,영심이호프포차,호프/통닭
1,서울특별시 영등포구 신길동 114-21번지,국수,호프/통닭
1,"서울특별시 영등포구 신길동 496번지 보라매길성그랑프리텔 1층 103,104호",펀비어킹 보라매역점,통닭(치킨)
1,"서울특별시 영등포구 여의도동 35-5번지 지상2층214,215,216호(전체)",와바(여의도종합상가점),호프/통닭
1,서울특별시 영등포구 신길동 240-16 힐스테이트 클래시안,남도식당,호프/통닭
1,서울특별시 영등포구 영등포동3가 4-12번지 1~2층,쥬라기치킨,호프/통닭
1,서울특별시 영등포구 대림동 1081-33번지 2층,춘향커피호프,호프/통닭
1,서울특별시 영등포구 문래동3가 84-2 동국메뜨리앙,2도맥주문래점,호프/통닭
1,서울특별시 영등포구 대림동 718-3 지하1층,주미맥주커피,호프/통닭
1,서울특별시 영등포구 당산동3가 172 지층,애월의밤(당오뎅),호프/통닭
1,서울특별시 영등포구 신길동 4344번지 지상1층,두툼한고깃집,호프/통닭
1,"서울특별시 영등포구 영등포동5가 24번지 동남상가 2층 C3호,E1호,E2호,동열21호",동남호프,호프/통닭
1,서울특별시 영등포구 영등포동 618-190,잉치킨,통닭(치킨)
1,서울특별시 영등포구 도림동 147-34 지상1층,두리아숯불바베큐,호프/통닭
1,서울특별시 영등포구 도림동 1-15번지 외3필지 제2호 1층,동승양꼬치,호프/통닭
1,서울특별시 영등포구 당산동3가 85-1 (1층),문화포차,호프/통닭
1,서울특별시 영등포구 대림동 777-1번지 외2필지 지상1층 106호 일부,엠케이치킨앤드호프(MK치킨&호프),호프/통닭
1,서울특별시 영등포구 대림동 952-19번지 삼성YJ그랜드빌딩 본관동 지하1층,로꼬풋살아레나,호프/통닭
1,서울특별시 영등포구 여의도동 54-6 지하1층 101호,케그샵 프리미엄수제맥주&전통주 셀렉샵 여의도점,호프/통닭
1,서울특별시 영등포구 영등포동1가 74번지 1층,히뎅,호프/통닭
1,서울특별시 영등포구 대림동 743-8 1층,피쳐호프,호프/통닭
1,서울특별시 영등포구 대림동 810-18 2층일부,황금커피호프,호프/통닭
1,"서울특별시 영등포구 여의도동 45-15 외1필지 서린빌딩 지하1층 1호,2호",레드문 호프,호프/통닭
1,서울특별시 영등포구 문래동2가 14-38번지 1층,플라츠(PLATZ),호프/통닭
1,서울특별시 영등포구 대림동 1081-7 하늘아트빌 지하1층,술독,호프/통닭
1,서울특별시 영등포구 대림동 836-5번지 지상1층,뽀야치킨,통닭(치킨)
1,서울특별시 영등포구 영등포동 580-100 지상1층,BHC영등포공원점,호프/통닭
1,서울특별시 영등포구 영등포동3가 16 외1필지 지상2층,룸의전설,호프/통닭
1,서울특별시 영등포구 문래동2가 14-47 1층,뚝딱,호프/통닭
1,서울특별시 영등포구 당산동5가 7-2 유원2차(아)상가108호,1투3치킨호프,호프/통닭
1,서울특별시 영등포구 영등포동3가 22-1번지 지상1층,김인성의토평한우소곱창,통닭(치킨)
1,서울특별시 영등포구 대림동 862-6 국제빌딩,천우 호프,호프/통닭
1,서울특별시 영등포구 대림동 903-36,이집닭강정잘하네 신풍점,호프/통닭
1,서울특별시 영등포구 대림동 864-10,처갓집양념치킨 대림점,호프/통닭
1,서울특별시 영등포구 대림동 783-1 대림프라자,교촌치킨 대림2호점,호프/통닭
1,서울특별시 영등포구 신길동 196-17 대성빌딩,염화퓨전호프,호프/통닭
1,서울특별시 영등포구 신길동 4964 신길센트럴자이아파트,1번지통닭 신풍점,호프/통닭
1,서울특별시 영등포구 여의도동 17-20 원정빌딩,라라,호프/통닭
1,서울특별시 영등포구 대림동 883-2,후라이드 참 잘하는집,호프/통닭
1,서울특별시 영등포구 신길동 1299,Beer&Chicken 비어치킨,호프/통닭
1,서울특별시 영등포구 신길동 192-2번지,신길맥주커피,호프/통닭
1,서울특별시 영등포구 여의도동 44-37 아일렉스타워,민소한우 동여의도 1호점,호프/통닭
1,서울특별시 영등포구 대림동 714-7,야간비행 음식점,호프/통닭
1,서울특별시 영등포구 신길동 110-34 1층,꽁돈집,호프/통닭
1,서울특별시 영등포구 대림동 1018-23번지,스탑싸인,호프/통닭
1,서울특별시 영등포구 대림동 605-64,지코바대림1호점,호프/통닭
1,서울특별시 영등포구 문래동3가 84-2번지 동국메뜨리앙 3층 304호,010,호프/통닭
1,서울특별시 영등포구 영등포동3가 19-2 포레스트힐시티 1층 103호,윤이불닭발,호프/통닭
1,서울특별시 영등포구 여의도동 54-2번지 진주상가 1층 106호,생활맥주여의도점,호프/통닭
1,서울특별시 영등포구 당산동5가 9-2 삼성쉐르빌 105호,60계치킨서울당산역점,호프/통닭
1,서울특별시 영등포구 당산동 171-15 1층 101호,오잘전,통닭(치킨)
1,서울특별시 영등포구 여의도동 13 진미파라곤 제지2층 B203호,치킨플러스 여의도점,호프/통닭
1,서울특별시 영등포구 양평동3가 32-13 1층,호치킨하우스,통닭(치킨)
1,서울특별시 영등포구 당산동5가 9-2 삼성쉐르빌 103호,생활맥주 당산점,호프/통닭
1,서울특별시 영등포구 대림동 807-9 외1필지 지하1층 일부,전철호프,호프/통닭
1,서울특별시 영등포구 영등포동3가 19-2 포레스트힐 시티 104호,구공슈퍼,호프/통닭
1,서울특별시 영등포구 영등포동7가 46-1번지 경남A상가 지상1층103호,네네치킨영등포푸르지오점,통닭(치킨)
1,서울특별시 영등포구 문래동3가 1-4,계림원,통닭(치킨)
1,서울특별시 영등포구 문래동3가 77-34번지 지상1층,달동네GS홈쇼핑점,통닭(치킨)
1,서울특별시 영등포구 신길동 111-9 1층일부,시골순대,호프/통닭
1,서울특별시 영등포구 대림동 744-12번지 1층,네네치킨대림3점,호프/통닭
1,서울특별시 영등포구 당산동5가 22-1 지하1층,해피투게더가맥,호프/통닭
1,서울특별시 영등포구 여의도동 45-15 서린빌딩 3층 307호,포엠,호프/통닭
1,서울특별시 영등포구 양평동3가 17-1번지 우림보보카운티 103호,삼국주,호프/통닭
1,서울특별시 영등포구 도림동 156-42번지 103호,노고지리,호프/통닭
1,서울특별시 영등포구 신길동 3661 1층,전설의옛날통닭,호프/통닭
1,서울특별시 영등포구 대림동 713-13 지하1층,오투,호프/통닭
1,서울특별시 영등포구 대림동 728-5번지 외1필지 1층,신원호프,호프/통닭
1,서울특별시 영등포구 대림동 1050-27번지 지하1층,금탑,호프/통닭
1,서울특별시 영등포구 문래동4가 8-9번지 지상1층,문래양꼬치,통닭(치킨)
1,서울특별시 영등포구 신길동 163-15번지 지상2층,빨간굴뚝,호프/통닭
1,서울특별시 영등포구 여의도동 17번지 더샾아일랜드파크102-105호,보드람,통닭(치킨)
1,서울특별시 영등포구 대림동 1081-43 2층,리리커피호프,호프/통닭
1,서울특별시 영등포구 대림동 700-3 대명빌딩,매하꼬치,호프/통닭
1,서울특별시 영등포구 대림동 676-8번지 1층,딱한잔호프,호프/통닭
1,서울특별시 영등포구 대림동 714-4 지하1층,태연호프커피,호프/통닭
1,서울특별시 영등포구 당산동1가 255-8,대우,호프/통닭
1,서울특별시 영등포구 양평동2가 33-36,목포낙지,호프/통닭
1,서울특별시 영등포구 대림동 1068-18 2층,대림호프,호프/통닭
1,서울특별시 영등포구 대림동 1082-9,만남호프,호프/통닭
1,서울특별시 영등포구 대림동 688-13번지 1층,우리집호프,호프/통닭
1,서울특별시 영등포구 신길동 102-8번지 신길우성상가동  1층 제3호,가마로강정(신길삼거리점),통닭(치킨)
1,서울특별시 영등포구 양평동2가 29-5번지,호수호프,호프/통닭
1,서울특별시 영등포구 신길동 115-26번지,호프광장,호프/통닭
1,서울특별시 영등포구 신길동 98-14번지 2층,쟌비어,호프/통닭
1,서울특별시 영등포구 영등포동6가 70-1번지 1~2층,비어타임,호프/통닭
1,서울특별시 영등포구 여의도동 44-13 충무빌딩,BHC치킨여의도점,통닭(치킨)
1,서울특별시 영등포구 여의도동 43-3 홍우빌딩208.209,하노이의아침,호프/통닭
1,서울특별시 영등포구 여의도동 35-2번지,야호프,호프/통닭
1,서울특별시 영등포구 양평동3가 46번지 이앤씨 드림타워 1층 116호 117호 118호,비헌투뷔페,호프/통닭
1,서울특별시 영등포구 영등포동3가 23-8번지,바밤바(Bar Bam Bar),호프/통닭
1,서울특별시 영등포구 대림동 894-11번지 1층,여우치킨,호프/통닭
1,서울특별시 영등포구 양평동4가 115번지 1층 전체,호치킨,통닭(치킨)
1,서울특별시 영등포구 대림동 863-11번지 지하1층,아리랑호프,호프/통닭
1,서울특별시 영등포구 신길동 1367-1번지 부운빌딩 1층,자매호프,호프/통닭
1,서울특별시 영등포구 문래동3가 55-5 로데오 왘 쇼핑몰 2층 232호,자담치킨 문래점,호프/통닭
1,서울특별시 영등포구 양평동4가 173-2번지 1층일부,엘리트닭,통닭(치킨)
1,서울특별시 영등포구 대림동 1032-5번지,지성,호프/통닭
1,서울특별시 영등포구 여의도동 44-32 에리트빌딩 지상1층 101호,오늘치킨,통닭(치킨)
1,서울특별시 영등포구 문래동3가 2 1층,계림원누룽지통닭,통닭(치킨)
1,서울특별시 영등포구 여의도동 13-2 삼보빌딩 2층 일부,무한육채미 여의도점,호프/통닭
1,서울특별시 영등포구 신길동 4780 보라매 경남아너스빌,맛닭꼬,호프/통닭
1,서울특별시 영등포구 신길동 706,고기이야기,호프/통닭
1,서울특별시 영등포구 문래동2가 12-8 2층,비어바나,호프/통닭
1,서울특별시 영등포구 당산동5가 32-5번지 3층,롱타임노씨,호프/통닭
1,서울특별시 영등포구 당산동4가 32-100 1층,송백식당,호프/통닭
1,서울특별시 영등포구 신길동 103-1번지 홍성빌딩 2층,스시랑연어,호프/통닭
1,서울특별시 영등포구 대림동 1035-4,초원커피호프,호프/통닭
1,서울특별시 영등포구 신길동 89-102번지 1층,또래오래신길점,통닭(치킨)
1,서울특별시 영등포구 여의도동 26 에스트레뉴302호,나니,호프/통닭
1,서울특별시 영등포구 당산동6가 313-4 지하1층,무이살룬(saloon),호프/통닭
1,서울특별시 영등포구 당산동6가 289-3번지,양평해장국,통닭(치킨)
1,서울특별시 영등포구 당산동3가 25-4,벌집식당,호프/통닭
1,서울특별시 영등포구 영등포동3가 20-2번지 2층,정성본샤브수끼,호프/통닭
1,서울특별시 영등포구 영등포동3가 17-3 더-위일,동해막회,호프/통닭
1,서울특별시 영등포구 당산동3가 228-12 (2층),왕징중화요리,호프/통닭
1,서울특별시 영등포구 여의도동 35-5 종합상가,레벤호프,호프/통닭
1,서울특별시 영등포구 대림동 1033-5번지,연변왕꼬치,호프/통닭
1,서울특별시 영등포구 영등포동3가 4-12 1~2층,구도로통닭 영등포점,호프/통닭
1,서울특별시 영등포구 영등포동3가 12-15번지,컬투치킨,호프/통닭
1,서울특별시 영등포구 신길동 1368 대방역 구내,육설도대방역점,통닭(치킨)
1,서울특별시 영등포구 문래동6가 29 신일아르디세,치킨카페 문래,호프/통닭
1,서울특별시 영등포구 영등포동3가 10-23,천우목장 영등포1호점,호프/통닭
1,서울특별시 영등포구 여의도동 44-12 고려빌딩101호,해피치킨,호프/통닭
1,서울특별시 영등포구 당산동2가 55,마포주먹구이,통닭(치킨)
1,서울특별시 영등포구 여의도동 14-8 극동빌딩 지하1층 101호,메이드(MADE),호프/통닭
1,서울특별시 영등포구 대림동 1055-1 풍림빌딩,향만루,호프/통닭
1,서울특별시 영등포구 대림동 716-4 1층,매운맛의 유혹포차,호프/통닭
1,서울특별시 영등포구 영등포동 618-222,컬투치킨신길점,통닭(치킨)
1,서울특별시 영등포구 신길동 289-6,술꾼,호프/통닭
1,서울특별시 영등포구 대림동 807-6 지하1층(전체),원희커피호프,호프/통닭
1,서울특별시 영등포구 대림동 689-29,두레골민속주점,호프/통닭
1,서울특별시 영등포구 대림동 716-3번지 지상1층(일부),핫오리,호프/통닭
1,서울특별시 영등포구 양평동4가 149-1번지 지하1층,쉼터4050라이브,호프/통닭
1,서울특별시 영등포구 당산동6가 302-0번지 1층,오꼬꼬,통닭(치킨)
1,서울특별시 영등포구 신길동 162-14,비어클럽,호프/통닭
1,서울특별시 영등포구 당산동3가 213,스타호프,호프/통닭
1,서울특별시 영등포구 당산동3가 102,구월산,호프/통닭
1,서울특별시 영등포구 신길동 65-40 지상1층,꼼지포차,호프/통닭
1,서울특별시 영등포구 대림동 804-50 외1필지 지상1층(일부),다원호프,호프/통닭
1,서울특별시 영등포구 도림동 136-1번지 지상1층(일부),치킨마루 도림점,통닭(치킨)
1,서울특별시 영등포구 영등포동3가 4-6 2층,술선생잭,호프/통닭
1,"서울특별시 영등포구 양평동3가 13 외1필지 양평동이노플렉스 1층 109,110,111호",육계식당,통닭(치킨)
1,서울특별시 영등포구 여의도동 36번지 롯데캐슬엠파이어 1층 109호 일부,컬쳐커피(CULTURE COFFEE),호프/통닭
1,서울특별시 영등포구 양평동4가 101-2번지 1층,맘스터치(선유도역점),호프/통닭
1,서울특별시 영등포구 당산동6가 304-2,하이트월드,호프/통닭
1,서울특별시 영등포구 당산동3가 85-1 지상2층(전체),홉피(HOPPY),호프/통닭
1,서울특별시 영등포구 문래동3가 77-34 대준빌딩,교촌치킨,통닭(치킨)
1,서울특별시 영등포구 대림동 960-4,삼우치킨센타,호프/통닭
1,서울특별시 영등포구 대림동 1035-4번지 1층,와커락치킨,호프/통닭
1,서울특별시 영등포구 당산동3가 27,페리카나영등포점,호프/통닭
1,서울특별시 영등포구 신길동 115-33번지 1층,맘스닭강정,호프/통닭
1,서울특별시 영등포구 당산동3가 204-1,코코,호프/통닭
1,서울특별시 영등포구 신길동 450-34번지,육수당,호프/통닭
1,서울특별시 영등포구 영등포동8가 29-2번지,페리카나치킨,호프/통닭
1,서울특별시 영등포구 대림동 808-26 지상2층(일부),달빛커피호프,호프/통닭
1,서울특별시 영등포구 대림동 683-9,피자나라치킨공주,통닭(치킨)
1,서울특별시 영등포구 대림동 1079-41,두바이,호프/통닭
1,서울특별시 영등포구 문래동3가 58-50,오로컬쳐스(OROCULTURES),호프/통닭
1,서울특별시 영등포구 여의도동 22 파크원,서영이앤티 더현대서울지점,호프/통닭
1,서울특별시 영등포구 당산동5가 23,감계무량 당산본점,호프/통닭
1,서울특별시 영등포구 신길동 4780 보라매 경남아너스빌 상가동 104호,잉치킨보라매점,호프/통닭
1,서울특별시 영등포구 문래동6가 34-1,60계 문래점,호프/통닭
1,서울특별시 영등포구 양평동4가 91번지,뮤직타임,호프/통닭
1,서울특별시 영등포구 영등포동7가 203 아크로타워 스퀘어 12동 2호,BHC영등포시장점,호프/통닭
1,서울특별시 영등포구 신길동 294-8 문덕빌딩,맥시칸치킨 신길점,호프/통닭
1,서울특별시 영등포구 당산동4가 1-146 102호,청년치킨,호프/통닭
1,서울특별시 영등포구 신길동 194-25,라라에프앤비 요거트 온유(YOGURT ON YOU),호프/통닭
1,서울특별시 영등포구 영등포동3가 22-13,철길 부산집,호프/통닭
1,서울특별시 영등포구 문래동6가 5 EEU동신타워 203호,도심포차,호프/통닭
1,서울특별시 영등포구 영등포동7가 203 아크로타워 스퀘어 12동 8호,짝태와 노가리 (영등포아크로타워스퀘어점),호프/통닭
1,서울특별시 영등포구 신길동 89-167,티앰비숯불닭바베큐,통닭(치킨)
1,서울특별시 영등포구 대림동 714번지 외1필지 지하1층,이야기호프,호프/통닭
1,"서울특별시 영등포구 영등포동3가 22-2 1층, 2층",미진축산 영등포역점,호프/통닭
1,서울특별시 영등포구 여의도동 40-0 장미상가 1층,비비큐(BBQ)여의도점,호프/통닭
1,서울특별시 영등포구 영등포동3가 20-2번지 지상3층(전체),꾼노리B점,호프/통닭
1,서울특별시 영등포구 양평동1가 13-31 2층,파파존스문래점,호프/통닭
1,서울특별시 영등포구 대림동 688-1 지상2층,평양라이브,호프/통닭
1,서울특별시 영등포구 대림동 812-26 2층,사랑커피호프,호프/통닭
1,서울특별시 영등포구 대림동 775-7번지,미니호프,호프/통닭
1,서울특별시 영등포구 신길동 451-1,페리카나치킨,통닭(치킨)
1,서울특별시 영등포구 영등포동3가 3-14,이유소,호프/통닭
1,서울특별시 영등포구 신길동 3846-0,풍년치킨,통닭(치킨)
1,서울특별시 영등포구 양평동2가 33-42,황소곱창구이,통닭(치킨)
1,서울특별시 영등포구 영등포동3가 7-27,정솔닭한마리,호프/통닭
1,서울특별시 영등포구 영등포동8가 35-1 리마크빌 영등포,교촌치킨(당산점),통닭(치킨)
1,서울특별시 영등포구 당산동 171-46,청계집,호프/통닭
1,서울특별시 영등포구 당산동2가 30-9,치킨플라이,호프/통닭
1,서울특별시 영등포구 당산동3가 341번지,펍스텔라,호프/통닭
1,서울특별시 영등포구 당산동3가 387-2번지,삼통치킨,통닭(치킨)
1,서울특별시 영등포구 당산동3가 354-0,참나라숯불바베큐,통닭(치킨)
1,서울특별시 영등포구 영등포동3가 15-2 1층,육회공작소(영등포점),호프/통닭
1,서울특별시 영등포구 당산동2가 32-4번지,이모네치킨호프,호프/통닭
1,서울특별시 영등포구 대림동 1116-1번지,투다리,호프/통닭
1,서울특별시 영등포구 당산동2가 162-7번지 지하1층(전체),양지호프,호프/통닭
1,서울특별시 영등포구 신길동 347-294번지,또바기치킨,통닭(치킨)
1,서울특별시 영등포구 영등포동7가 67-4 1층,남경,통닭(치킨)
1,서울특별시 영등포구 당산동5가 33-13 대영빌딩 202호,밤나들이술집,호프/통닭
1,서울특별시 영등포구 당산동3가 270 우미빌딩,쥬라기치킨,호프/통닭
1,서울특별시 영등포구 대림동 756번지 지상1층,딱좋아식당,호프/통닭
1,서울특별시 영등포구 양평동2가 1-1 신동아하이팰리스,보드람치킨,호프/통닭
1,서울특별시 영등포구 당산동5가 33-9 유경빌딩,하노이맥주밤거리 영등포당산역점,호프/통닭
1,서울특별시 영등포구 여의도동 15-14 여의도 프리베로 오피스텔,맨지기치킨,호프/통닭
1,서울특별시 영등포구 문래동3가 78 문래우정아파트,노나(NONA),호프/통닭
1,서울특별시 영등포구 대림동 991-19,대중호프,호프/통닭
1,서울특별시 영등포구 여의도동 17 여의도더샵아일랜드파크,생활맥주 여의도KBS점,호프/통닭
1,서울특별시 영등포구 당산동3가 85-1,High-end,호프/통닭
1,서울특별시 영등포구 당산동3가 44,후라이드 참 잘하는집,호프/통닭
1,서울특별시 영등포구 영등포동8가 53-2번지,태양포차,호프/통닭
1,서울특별시 영등포구 문래동3가 55-16 영등포 SK 리더스뷰 F07호,치킨플러스문래점,호프/통닭
1,서울특별시 영등포구 문래동3가 55-20 에이스하이테크시티,문래구락부,호프/통닭
1,서울특별시 영등포구 당산동5가 32-1번지 3층,루시펍,호프/통닭
1,서울특별시 영등포구 당산동3가 234-2,역전할머니맥주 영등포구청점,호프/통닭
